ticker,cik,observed_delist_date,crsp_code,bucket,confidence,reason,delist_filing_form,delist_filing_date,anchor_8k_items,dereg_form,resolved_name,resolution_source,payout_per_share,payout_source,payout_confidence
CTV,1835378,2025-02-21,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-02-13,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,8.01,9.01",15-12G,Innovid Corp.,name_search,3.15,DEFM14A,medium
CTX,,2018-08-20,600,expiration,high,"Non-equity security (asset_type='stock', name='qwest corporation 7.00 notes due 2052')",,,,,,,,,
CTXS,877890,2022-11-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-09-30,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,CITRIX SYSTEMS INC  (CIK 0000877890),efts,104.00,8K_2.01,high
CVA,225648,2021-11-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-11-30,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,7.01,8.01,9.01",15-12B,COVANTA HOLDING CORP,name_search,20.25,8K_2.01,high
CVC,1053112,2016-06-21,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-06-21,"1.01,2.01,2.03,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,CABLEVISION SYSTEMS CORP /NY,name_search,34.90,8K_2.01,high
CVD,1023131,2015-02-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-02-19,"1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,COVANCE INC,name_search,,none,none
CVET,1752836,2022-11-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-10-13,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"COVETRUS, INC.  (CIK 0001752836)",efts,21.00,8K_1.01,medium
CVG,1062047,2018-12-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-10-05,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,CONCENTRIX CVG Corp  (CIK 0001062047),efts,,none,none
CVH,1054833,2013-10-17,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2013-05-07,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,COVENTRY HEALTH CARE INC,name_search,,none,none
CWENA,1567683,2020-08-31,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2026-05-01,,,,manual,,,
CXG,1335793,2011-06-06,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2010-06-03,"3.01,5.02",15-15D,CNX Gas Corp,name_search,,,
CXO,1358071,2021-01-15,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-01-19,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,5.07,9.01",15-12B,CONCHO RESOURCES INC,name_search,,none,none
CXP,1252849,2021-12-07,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-12-08,"2.01,3.01,3.03,5.01,5.02",15-12G,"COLUMBIA PROPERTY TRUST, INC.",name_search,19.30,8K_1.01,medium
CY,791915,2020-04-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-04-16,"1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,CYPRESS SEMICONDUCTOR CORP /DE/  (CIK 0000791915),efts,23.85,8K_2.01,high
CYT,912513,2015-12-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-12-09,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,CYTEC INDUSTRIES INC/DE/,name_search,75.25,8K_2.01,high
DATA,1303652,2019-08-19,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-08-01,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,,manual,,none,none
DAY,1725057,2026-02-03,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-02-04,"1.01,1.02,2.01,3.01,3.02,3.03,5.01,5.02,5.03,7.01,8.01,9.01",15-12G,,manual,70.00,8K_2.01,high
DCT,1160951,2023-03-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-03-30,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"DUCK CREEK TECHNOLOGIES, INC.  (CIK 0001160951)",efts,19.00,8K_2.01,high
DFS,1393612,2025-05-16,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-05-19,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-15D,Discover Financial Services,name_search,,none,none
DFT,1407739,2017-09-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-09-14,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"DUPONT FABROS TECHNOLOGY, INC.",name_search,,none,none
DLPH,1707092,2020-10-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-10-02,"1.02,2.01,3.01,3.03,5.01,5.02",15-12B,Delphi Technologies PLC,name_search,,none,none
DNB,1799208,2025-08-25,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-08-26,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"Dun & Bradstreet Holdings, Inc.  (DNB)  (CIK 0001799208)",efts_frequency,9.15,8K_1.01,medium
DNKN,1357204,2020-12-15,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-12-15,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"DUNKIN' BRANDS GROUP, INC.  (CIK 0001357204)",efts,106.50,8K_2.01,high
DNR,945764,2020-07-30,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2020-08-17,,15-12G,DENBURY INC,name_search,,,
DO,949039,2024-09-04,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2024-09-04,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"DIAMOND OFFSHORE DRILLING, INC.",name_search,5.65,8K_2.01,high
DPL,787250,2012-12-03,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2011-11-30,,15-12B,DPL LLC,name_search,,,
DRC,1316656,2015-06-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-07-01,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,Dresser-Rand Group Inc.  (CIK 0001316656),efts_frequency,83.00,DEFM14A,medium
DRE,783280,2022-10-03,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-10-03,"2.01,3.01,3.03,5.01,5.02,9.01",15-12G,DUKE REALTY CORP,name_search,6.17,DEFM14A,medium
DSEY,1831617,2023-07-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-07-05,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"Diversey Holdings, Ltd.  (CIK 0001831617)",efts,8.40,DEFM14A,medium
DST,714603,2018-04-17,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-04-17,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,DST SYSTEMS INC  (CIK 0000714603),efts,84.00,8K_2.01,high
DWA,1297401,2016-08-23,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-08-22,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"DreamWorks Animation SKG, Inc.  (CIK 0001297401)",efts,41.00,8K_2.01,high
EDS,1396016,2015-04-29,570,compliance_failure,medium,"Form 25 present, no 8-K within window (defaulting to exchange action)",25-NSE,2015-05-21,,,Exceed Co Ltd.,name_search,,,
EGL,1544229,2019-01-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-01-14,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"Engility Holdings, Inc.",name_search,,none,none
EGN,277595,2018-11-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-11-30,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,ENERGEN CORP,name_search,,none,none
EHAB,1803737,2026-05-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-05-15,"1.01,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12G,"Enhabit, Inc.",company_tickers,13.80,8K_2.01,high
ENH,1179755,2017-04-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-03-30,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,ENDURANCE SPECIALTY HOLDINGS LTD,name_search,93.00,8K_2.01,high
EQY,1042810,2017-03-09,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-03-02,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",15-12B,"EQUITY ONE, INC.",name_search,,none,none
ESRX,1532063,2018-12-20,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2018-12-21,"2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,Express Scripts Holding Co.  (CIK 0001532063),efts,48.75,8K_2.01,high
ETFC,1015780,2020-10-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-10-02,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,E TRADE FINANCIAL CORP  (CIK 0001015780),efts,,none,none
ETRN,1747009,2024-07-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2024-07-22,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,Midstream Co LLC,name_search,,none,none
EV,,2025-04-17,600,expiration,high,"Non-equity security (asset_type='etf', name='mast global battery recycling & production etf')",,,,,,,,,
EVA,1592057,2021-12-31,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2022-01-03,,15-12B,"Enviva, LLC",name_search,,,
EVHC,1578318,2018-12-14,400,liquidation,medium,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",25-NSE,2018-10-11,,15-12B,"Envision Healthcare Holdings, Inc.",name_search,,,
EXAS,1124140,2026-03-24,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-03-23,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,EXACT SCIENCES CORP  (EXAS)  (CIK 0001124140),efts,105.00,8K_2.01,high
FCE-A,38067,2018-12-10,400,liquidation,medium,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",25-NSE,2018-12-10,,15-12B,Forest City Enterprises Inc. FCE.A,name_search,,,
FCS,1036960,2016-09-20,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-09-19,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC  (CIK 0001036960),efts,20.00,8K_2.01,high
FDC,883980,2019-08-05,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-07-29,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,FIRST DATA CORP,name_search,,none,none
FDO,34408,2015-07-13,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-07-09,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,FAMILY DOLLAR STORES INC,name_search,,none,none
FEIC,914329,2016-09-21,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-09-20,"2.01,3.01,3.03,5.01,5.03,8.01,9.01",15-12G,FEI CO  (CIK 0000914329),efts,107.50,8K_2.01,high
FIT,1447599,2021-01-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-01-14,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"FITBIT, INC.",name_search,7.35,8K_2.01,high
FLIR,354908,2021-05-14,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-05-14,"1.02,2.01,3.01,3.03,5.01,5.02,8.01,9.01",15-12G,"Teledyne FLIR, LLC  (CIK 0000354908)",efts,56.00,8K_2.01,high
FMD,1262279,2016-08-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-08-23,"2.01,3.01,3.03,5.01,5.02,5.03,5.07,8.01,9.01",15-12B,FIRST MARBLEHEAD CORP  (CIK 0001262279),efts_frequency,5.05,8K_2.01,high
FNFG,1051741,2016-08-08,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-07-29,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,FIRST NIAGARA FINANCIAL GROUP INC  (CIK 0001051741),efts,,none,none
FNFV,1331875,2017-11-20,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2017-11-20,,15-12B,"Fidelity National Financial, Inc.  (FNF)  (CIK 0001331875)",efts,,,
FPL,,2024-05-03,600,expiration,high,"Non-equity security (asset_type='etf', name='first trust new opportunities mlp & energy fund')",,,,,,,,,
FRX,38074,2014-07-01,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2014-07-02,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"Forest Laboratories, LLC",name_search,95.00,8K_2.01,high
FSL,1392522,2015-12-15,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-12-08,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,Freescale Semiconductor Ltd,name_search,6.25,8K_2.01,high
FST,1815737,2022-08-25,400,liquidation,medium,"Form 25 + Form 15, no merger 8-K: voluntary dereg / liquidation",25-NSE,2022-08-26,,15-12G,FAST Acquisition Corp.,name_search,,,
FTO,110430,2011-11-30,470,liquidation,high,3.01 + 2.04 (delisting with debt acceleration: distress/Ch.11 lead-in),25-NSE,2011-07-01,"2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,FRONTIER OIL CORP /NEW/,name_search,,,
FWLT,1130385,2014-12-03,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25,2014-11-24,"3.01,5.01,9.01",15-12B,FOSTER WHEELER AG,name_search,,,
FYBR,20520,2026-01-20,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-01-20,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"Frontier Communications Parent, Inc.  (FYBR)  (CIK 0000020520)",efts,38.50,8K_2.01,high
GAS,1004155,2016-07-01,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2016-07-01,,15-12B,,manual,,,
GBT,1629137,2022-11-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2022-10-05,"1.01,1.02,2.01,2.04,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"Global Blood Therapeutics, Inc.  (CIK 0001629137)",efts,68.50,DEFM14A,medium
GCI,1635718,2019-11-19,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-11-20,"1.01,1.02,2.01,3.01,3.03,5.01,5.03,5.07,9.01",15-12B,"Gannett Co., Inc.  (CIK 0001635718)",efts_frequency,6.25,8K_2.01,high
GES,912463,2026-01-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-01-23,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12G,GUESS INC,name_search,16.75,8K_2.01,high
GGP,1496048,2018-08-28,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2018-08-28,,15-12B,Brookfield Property REIT Inc.  (CIK 0001496048),efts,,,
GMCR,909954,2016-03-04,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-03-03,"2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12B,"KEURIG GREEN MOUNTAIN, INC.  (CIK 0000909954)",efts,92.00,8K_2.01,high
GNC,1502034,2020-06-30,580,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",25-NSE,2020-07-01,3.01,15-12B,"GNC HOLDINGS, INC.  (CIK 0001502034)",efts,,,
GRA,1045309,2021-09-22,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-09-22,"1.01,1.02,2.01,2.03,3.01,3.03,5.01,5.02,9.01",15-12B,W R GRACE & CO  (CIK 0001045309),efts_frequency,70.00,8K_2.01,high
GRUB,1594109,2021-06-11,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-06-15,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,GrubHub Inc.,name_search,,none,none
GSF,,2015-10-22,600,expiration,high,"Non-equity security (asset_type='stock', name='goldman sachs group inc. the 6.125 notes due 2060')",,,,,,,,,
GTI,931148,2015-08-25,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2015-08-17,,15-12B,GRAFTECH INTERNATIONAL LTD,name_search,,,
GWR,1012620,2020-01-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-12-30,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,GENESEE &amp; WYOMING INC,name_search,112.00,8K_2.01,high
GXP,1143068,2018-06-05,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2018-06-06,"3.01,3.03,5.01,5.02,5.04,8.01,9.01",15-12B,GREAT PLAINS ENERGY INC,name_search,,,
HAR,800459,2017-03-10,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-03-13,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,name_search,112.00,8K_2.01,high
HCBK,921847,2015-10-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-10-30,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,HUDSON CITY BANCORP INC  (CIK 0000921847),efts,,none,none
HCP,1720671,2025-02-27,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-02-27,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,"HashiCorp, Inc.  (HCP)  (CIK 0001720671)",efts,35.00,8K_2.01,high
HCR,1549848,2020-07-13,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2020-07-31,3.01,15-12B,Hi-Crush Inc.  (CIK 0001549848),efts_frequency,,,
HDS,1573097,2020-12-24,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-12-28,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,"HD Supply Holdings, Inc.",name_search,56.00,8K_2.01,high
HES,4447,2025-07-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-07-18,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,HESS CORP  (HES)  (CIK 0000004447),efts_frequency,,none,none
HLTH,1409916,2019-09-10,580,compliance_failure,medium,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",25-NSE,2019-09-12,"3.01,5.02",,Nobilis Health Corp.,name_search,,,
HMA,1850529,2023-07-25,580,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators) + NT 10-K/Q in prior year (delinquent filer 580)",25-NSE,2023-08-03,"3.01,8.01",15-12G,Heartland Media Acquisition Corp.  (CIK 0001850529),efts_frequency,,,
HNT,916085,2016-04-01,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-03-24,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,HEALTH NET INC,name_search,,none,none
HNZ,46640,2013-10-17,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2013-07-18,"1.01,1.02,2.03,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,,manual,,,
HOLX,859737,2026-04-07,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-04-07,"1.01,1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12G,HOLOGIC INC  (HOLX)  (CIK 0000859737),efts,76.00,8K_2.01,high
HOT,,2016-10-03,600,expiration,high,"Non-equity security (asset_type='etf', name='defiance hot sauce daily 2x strategy etf')",,,,,,,,,
HRC,47518,2021-12-13,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-12-13,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,"Hill-Rom Holdings, Inc.",name_search,156.00,DEFM14A,medium
HSH,23666,2014-08-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2014-08-28,"1.02,2.01,3.01,3.02,3.03,5.01,5.02,8.01,9.01",15-12B,Hillshire Brands Co,name_search,63.00,8K_2.01,high
HSP,1274057,2015-09-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2015-09-03,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12B,HOSPIRA INC,name_search,90.00,8K_2.01,high
HTS,1419521,2016-07-20,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-07-12,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,7.01,9.01",15-12B,Hatteras Financial Corp,name_search,15.85,8K_2.01,high
HTV,949536,2009-06-04,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2009-06-05,"3.01,3.03,5.02,5.03,9.01",15-12G,HEARST TELEVISION INC.,name_search,,,
HZNP,1492426,2023-10-06,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-10-06,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,Horizon Therapeutics Public Ltd Co  (CIK 0001492426),efts,116.50,8K_2.01,high
IAA,1745041,2023-03-20,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2023-03-21,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"IAA, Inc.  (CIK 0001745041)",efts,,none,none
IDTI,703361,2019-03-29,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-03-29,"1.01,1.02,2.01,3.01,5.01,5.02,5.03,8.01,9.01",15-12G,INTEGRATED DEVICE TECHNOLOGY INC  (CIK 0000703361),efts,49.00,8K_2.01,high
IFIN,1862935,2024-08-30,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25,2024-08-30,,,Currenc Group Inc.,name_search,,,
IM,1018003,2016-12-13,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2016-12-06,"2.01,2.03,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-15D,,manual,38.90,8K_2.01,high
IMCL,1520047,2018-10-05,573,compliance_failure,high,SEC REVOKED registration filed 2019-04-10,,,,,,manual,,,
IMMU,722830,2020-10-23,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2020-10-23,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,IMMUNOMEDICS INC  (CIK 0000722830),efts,88.00,8K_2.01,high
IMS,1595262,2016-10-11,200,merger,high,M&A 2.01+3.01 (acquisition with delisting),25-NSE,2016-10-03,"2.01,3.01,5.02,9.01",15-12B,"IMS Health Holdings, Inc.  (CIK 0001595262)",efts,,none,none
IPG,51644,2025-11-26,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-11-28,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"INTERPUBLIC GROUP OF COMPANIES, INC.  (IPG)  (CIK 0000051644)",efts,,none,none
IPHI,1160958,2021-04-20,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2021-04-20,"1.01,2.01,3.01,3.03,5.01,5.03,8.01,9.01",15-12B,INPHI Corp  (CIK 0001160958),efts,,none,none
IRF,316793,2015-01-13,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2015-01-15,"1.02,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,INTERNATIONAL RECTIFIER CORP /DE/,name_search,,,
ISCA,51548,2019-10-18,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-10-18,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,INTERNATIONAL SPEEDWAY CORP  (CIK 0000051548),efts,45.00,8K_2.01,high
ISIL,1096325,2017-02-27,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2017-02-24,"2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,INTERSIL CORP/DE  (CIK 0001096325),efts,22.50,8K_2.01,high
ITC,1317630,2016-10-24,304,exchange_transfer,medium,Continued 10-K/Q filings >180d after delist (moved to OTC or spun off),25-NSE,2016-10-14,,15-12B,ITC Holdings Corp.  (CIK 0001317630),efts,,,
ITCI,1567514,2025-04-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-04-02,"2.01,3.01,3.03,5.01,5.02,5.03,9.01",15-12G,"Intra-Cellular Therapies, Inc.  (ITCI)  (CIK 0001567514)",efts,132.00,8K_2.01,high
ITG,920424,2019-02-28,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2019-03-01,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12B,VIRTU ITG HOLDINGS LLC  (CIK 0000920424),efts,30.30,8K_2.01,high
JAH,895655,2016-04-25,570,compliance_failure,high,"Compliance failure (3.01 alone, no M&A indicators)",25-NSE,2016-04-18,"1.01,1.02,2.03,3.01,3.03,5.01,5.02,5.03,5.07",15-12B,JARDEN CORP,name_search,,,
JAMF,1721947,2026-01-30,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2026-01-30,"1.01,1.02,2.01,2.03,2.04,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,Jamf Holding Corp.  (JAMF)  (CIK 0001721947),efts,13.05,DEFM14A,medium
JNPR,1043604,2025-07-02,231,merger,high,M&A 2.01+3.01+5.01 (acquired by external acquirer),25-NSE,2025-07-02,"1.02,2.01,3.01,3.03,5.01,5.02,5.03,8.01,9.01",15-12G,JUNIPER NETWORKS INC  (JNPR)  (CIK 0001043604),efts_frequency,40.00,8K_2.01,high
